"user_id","review_id","stars","date","text","type","business_id","votes.funny","votes.useful","votes.cool"
"xATZSxO5r4fWHQhyvostrg","NRUOLsde_7C6Ul5iEiYTgw",4,"2014-08-07","After reading all these reviews, I am a little surprised at the negative ones. I can't quite figure out if I am just not that picky or they are too picky...anyway, I really liked the show.

I have seen a ton of these same types of shows in Vegas, and I left feeling like this one was very enjoyable. I liked everything about it really. Frankly I thought the girls looked fresher, had more energy and seemed like they were having a better time than some of the other showgirls that you know have been here in Vegas a long time. As far as their body types, I liked the fact that they all looked natural, I find that much more attractive than the overly siliconed type.

I thought the dancing was very good and I loved the girl that did the aerial ribbon and hula hoop stuff. Her balancing on the ""peg"" things was awesome! I think my favorite number was where 4 of the girls danced on the side of the stage, against the wall, then switched to the other side against the wall? Great description I know, lol, but it looked very sensual and sexy. 

The only negative I can probably agree with is there were a ton of empty seats which can feel a little weird, I guess. The theater is probably too big for this show and would feel more intimate in a smaller venue, but aside from that I had a great time :-)","review","_0kZCkjsGPc1JxOnJguTfA",0,4,1
"W1AzdvCMI-RunACiYjljhg","JwuLCjYqnvtdAgH6OMU2Lg",5,"2014-06-26","In my opinion, if there is only one buffet you gonna try in Vegas, this is it.  selections and quality are excellent.  

Frankly, I am surprised by how comfortable the environment is here.  People seem to hang out for a long time.

One draw back is that the wait can be Disney long.  We went in a Monday afternoon at 3pm.  The wait was at least 30 min.  Cannot imagine what the line would be like at prime meal time or on weekends.

The lining system is interesting.  You use a kiosk to put your cell number and get a ticket that shows your wait time.  You will be texted when it is close to your turn.  Then you will stay in line, pay the cashier and be seated.

Since the wait can be long, go to the kiosk and grab a ticket early is important.","review","sIyHTizqAiGu12XMLX3N3g",3,3,3
"yYFoY20956m6rfFKDlCAsw","t9weY8vCyJ4GhDZFAHt03A",1,"2014-11-16","I've frequented both this location on Cactus, as well as the on on Scottsdale and Frank Lloyd Wright (Bell) since they both opened. Truth be told,  I've always preferred the Scottsdale location, and while the menu is the same, I've noticed the Scottsdale location was faster and more consistent in their food.  I'll NEVER set foot in here (Cactus) again, and here's why:  October 22, 2014, I went here with my 7 year old and my Mom. We arrived at 12:40, and by 12:45 we ordered. We watched another table get their food (who arrived after us), and so I asked what was the delay. The waiter said he'd ""go and check on it"", and by 1:20 we still didn't have our food, or an explanation.  (Keep in mind, the lunch rush was pretty much over that day,  as I counted two tables on the patio, and perhaps two more inside with customers still eating.) So, here I am with a hungry 7 year old and mother who's diabetic, and NEVER expecting to be waiting over 45 minutes at this point for food.   Ok. Things happen. Orders sometimes aren't entered in, I GET that.  I assumed someone either forgot to put in our order, or someone forgot to cook it, so I asked for some bread.  An easy request for an italian restaurant (or any restaurant for that matter). The waiter disappeared, and 10 minutes later, still no bread. I asked where it could be, and he said they needed to BAKE some.  What was inexcusable was that he was completely indifferent, not interested in correcting the terrible service, and the manager who came over was equally inept and unapologetic. My kid is awesome and patient, and so is my Mom.  I worked in restaurants many years of my life, and so I think I'm more forgiving than most but this was it.  We got up, walked out, and went over to Oregeno's across the street and proceeded to get top-rated service and food from these guys.  The reason Yelp is fabulous is you can have a head's up on what to expect at businesses. Just know what to expect here.","review","Zruvunhqw7cuyuoe7g09Gw",0,1,0
"MUdI4JBeHgkil5sChUHZNA","T_uZufePB3t3jFb1go5HIw",3,"2014-04-22","This place isn't what it is all hyped up to be. I've been here 2 times total. The first time was when my boyfriend took me and had set up their special romance package ahead of time. That includes a dozen roses, Champagne and two flute glasses, four-course Big Night Out® meal, picture in a pewter frame, private booth for two with curtains for $150.  Though I do not believe there were any roses and we did not get a picture in a pewter frame either. We did enjoy their cheese fondue (we chose the spinach and artichoke). Their wedge salad wasn't anything special. 
Our least favorite parts of the 4-course meal was the entrée. They give you 4-5 different meats that you cook for yourself in the pot if boiling water in the middle of your table. Each item cooks at different lengths, which my boyfriend disliked because the instructions were long and confusing. After we'd cooked all the meat and eaten we were very disappointed. There was hardly any flavor to it unless you dipped it in one of the 8 sauces they give you. 
The dessert was our favorite part of the meal, though we wouldn't go as far as to say it was phenomenal by any means. 
All in all this experience was not worth the price tag.
My most recent visit was for their ""Girls Night Out"" on Mondays. Food-wise the experience was the same but the price was better! And the best of all was their signature drinks. I would go back for their martini's, though they aren't strong they are delicious!","review","qhPbmsT1nEJK6yVezXeXLg",0,1,1
"ITwewV_k1EcFgxfWNlssqQ","9Dr1v4gO3Pp-sV8ZDqy8gw",2,"2008-10-25","The Pineville Ice House is kinda crappy. There is no lobby. You walk in and you're in the ice rink, so there isn't a warm place to hang out or put on your skates. The ice is not great quality, and I've been pretty disappointed overall with my experiences there. If you're looking for a rink in Charlotte, check out the Extreme Ice Center.","review","tIfl0mu20ScP6Hqy5nF21w",0,2,0
"-3JqfrRtS8_NN2fBaK8-vA","JgBC5jRfLufQYKsdezkxGA",2,"2014-10-02","I got at the car rental center around 11pm. There was a line and I had waited for like more than 30 mins. Then I finally get to the desk. Another 1 and half hour at the desk. That was ridiculous. I paid the upgrade fee for the car upgrade. However, they did not have the car I chose, Then the agent gave me a nicer VW car, which was fantastic. It made me feel it was worthy to wait for that long time. But, I found out the car charger did not work, both of then, on my way to Grand Canyon. My GPS died on the way and I had left from LV for like 1 hour already. I called the RS center and they told me I have to drive all the way back to LV airport. I said I had my plan and it would mess up my plan. They said I had no choice. Then it took another back to LV and another 30 mins to wait to change the car. They told me I couldn't get the kind of car what I got last night because I was just lucky last night. They were not nice and did not even apology for my time wasting. I understood they couldn't give me another premium car on the busy day. But it was unacceptable that they ignored the inconveniences that had made.

I chose another company for my following trip and they were much more nice and professional than this company. I will never choose this company again.

Such a bad customer service I have ever experienced.","review","Ca_u-CVUEswSkdmW0oscvA",0,1,0
"o6MiENpcSGdz52PpFjMy1w","TTOacSmNZc4e041_Pac7Hg",5,"2014-08-25","I honestly do not understand the negative reviews. if you are looking to have a quiet and boring dinner experience then I'm not sure what you are doing in Las Vegas and this restaurant is definitely not for you.
We had an amazing time the food and service was incredible. Eddy was our server and he was so awesome! So energetic, fun and knowledgeable. We started with the shellfish platter the flavor of all the seafood was all so good, so fresh so succulent mmmm... this honestly was so filling it would have satisfied us for dinner. Did we stop there though? Nope! next we got the Wagyu, I have never had Wagyu before and OMG!!! Now I know what I have been missing it was incredible!  It literally melts in your mouth! Honestly if you have an opportunity to order this, do it! You deserve to treat yourself! We all ordered a steak as well I got the 10 oz filet, medium rare with king crab Oscar topping. The steak was cooked so perfectly it honestly did not need the topping but the crab was very delish as well. All of our steaks were so perfect we all like medium rare but my brother in law ordered a bone in and Eddy our server suggested he ordered medium due to the bone it would come out a little more on the rare side if he were to go with medium rare. Eddy was on point with his suggestion. We also got the creamy Yukon potatoes, green beans and sweet corn pudding. We were so full with all the food and wine we were consuming! But we were having a blast and kept moving our bodies because the atmosphere was so fun they were playing the jams! A mix of 80's 90's and 00's, I have seen complaints of the noise level of the music and honestly I could hear what everyone in my table was saying and even our server.
Okay so we are singing along to our fave songs dancing while our plates are being removed from our table and we are so in the moment I did not notice they were laying out small plates in front of us we had a confused look on our face, what Is this for? And then Eddy brings out 2 shots for each of us and then they bring out desserts!! Omg!! Donuts with this glaze, whip cream and pecans! And a Panna cotta with strawberry topping! I think we all said at the same time ""Eddy! What are you doing to us!!"" Lol, We were so full how are we going to eat this! Well those 2 shots that were brought out,I am not sure what the first was I just drank it and the second was ginger beer, Eddy said this would help make us feel less full or something to that effect I had a lot of wine by now :) it must have worked because we dug right into the desert which was so incredible it was like a party in my mouth. 

Our whole time there we just were amazed with each bite, each sip, each song and each encounter we had with Eddy. We were headed to the club later that night so we had to run but I honestly did not want to leave and I had so much more fun at STK then I did at the night club. Thank you so much Eddy and STK for the amazing experience!!!!","review","QRXv7Jvq_SuiiT_SKvbdig",0,1,0
"EZpRl1sc9XT_Tpn2fk-6mA","L8kNyjQPevERDrUJTBj0VQ",4,"2013-09-30","A consistently good theater experience is to be had at this Harkins Norterra location. We have been frequenting this theater since it opened, for a number of reasons. They have the signature Harkins seats, which are comfortable rockers. Their prices are a little less expensive than AMC. This location is in a nice enough area that you don't feel scared walking across the parking lot at 10:30 PM after the show. They have very affordable child care (we've never used it) and it always looks like the kids are having fun in there. The snacks, like any theater, are waaaaaay overpriced, so we usually skip those. They have a loyalty drink cup that you can buy for $5 or so, and the refills are $1.50, so the cost is at least bearable. The bathrooms, both the normal and family ones, are always very clean. They have the summer movie program, which is a great deal at 10 movies for $7. As long as you don't mind strong-arming your way into the theater past all of the crazy parents, you should be fine.","review","m2hNiVSnMvXVRLMtsWUG_Q",0,0,0
"4tsdVNOJn58fszJPZMy-wg","CkTpsk_oU30vFfTWWICacA",5,"2014-05-19","This company and the owners/team are fantastic!!! From the first call and car drop off to the pick up and walk thru, everything about my experience with this company was perfect! Denisse who manages appointments and the front desk is super sweet and incredibly knowledgeable. And Alex, her husband and the main man, is equally as sweet, and he clearly takes his work very seriously. I got my Lexus windows tinted - and the job was done perfectly. I also needed work done on my car stereo and needed new speakers put in - and now my stereo sounds fantastic - and the hands free phone sounds as clear as I've ever heard one! I cannot recommend this team more! Thanks so much D & A!! PS: Do not use Groupon - just mention the discount, if there is one, to the owners - and they will take great care of you! I read this on Yelp - and now I need to keep the info flowing!","review","7zyyc0eWB258D9YW8DjVYg",0,1,0
"XkBk8mBUFt67pTJhnvkCQQ","NTx_9i51wraniX5GZP34vg",4,"2012-07-08","The hotel is nice and clean, Lot's of cool stuff like a bowling alley and a movie theater,  the buffet is also awesome!! We stayed there on a Saturday and so they had the champagne brunch witch featured mimosas. The food selection was spectacular, didn't expect the variety, everything from prime rib to sushi, to breakfast items. Nice. My one knock on this place would be the fact that they don't offer a free Internet connection in  your room, which is not a great thing. They only offered it in the lobby. I would have liked to been able to log on in my room.","review","1fjgZaW6_qTYoAaSCfI-VQ",0,0,0
"vF1kz5gEY8a6mVHAVXVQag","2vwEM-zwQ0o7z_yiJ0ocTQ",4,"2011-07-12","I'm always on the lookout for locally-owned or family-owned business to give my money to, and I'm really happy I came across Cruisers!  I really liked how unassuming and cheap it was. If you are looking for ""atmosphere"" then this is not your place, but if you are looking for GREAT food at a very reasonable price, then it doesn't get a whole lot better than this!

I got a simple cheeseburger and a small order of fries and a drink and it ran about $7, but they had plenty of specials posted around the place with lower prices. They had a really random assortment on the menu, including wings, pasta, jalapeno poppers, mozzarella sticks, pastrami, and more! 

The food burger was cooked perfectly and juicy, this isn't McDonald's! The ingredients were all very fresh and it had a very good flavor. The french fries were good, some were overcooked, but I didn't care since the ""small"" order was damn near a pound of fries!

I'll definitely be back soon, and often!","review","UP4f6bbLelwe-Yltxkc4CQ",0,0,0
"97M-fl6IL9Yu7doaCz6Mxg","_NnUvKyK5hrfIKN6-Qf-yA",5,"2013-02-02","Usually I jump around from different nail salons because I could never find anyone that I did what I considered to be a good enough job. I had given up and just figured that I was asking for too much and would never find the person I was looking for. That all changed when I found Elaine.  Looking for a new salon on yelp I came across Elaine. I read the good reviews and figured I would give her a try. Well I am certainly happy I did. Elaine is truly a protectionist. She does a great job every time. I have definitely found a nail salon and would never consider going to anyone else but Elaine.  Her place is very clean and I love the fact that she gives you your own nail bag to keep and use when you come in.  I don't know what I did before finding Elaine.  I would recommend her to anyone who is as picky about their nails as I am.","review","tKPh5muGGTCceEdIQOOxng",0,0,0
"EhOfSU4JXbxBKd3J9ubiHQ","13c7oAN9BVENjf0bbEQUFg",5,"2013-04-16","Very nice and friendly staff. Quick at what they do and it looks amazing. Love them definitely coming back. Very pleased with their services.","review","A3UmvZpEIgegEmdFjCRo_w",0,0,0
"19lVrgYZHUp3az0XSfe08A","1lctNX3kya08lrZExP6ELA",5,"2014-02-13","We had a wonderful lunch today, get there before noon as this small resto fills up quickly. So much fun to watch the chefs working behind the small bar cooking interesting and inspired food. 

My tip centers around the wine selection. One of the partners is a private wine importer and has a good selection of natural wine, currently becoming very trendy in Paris. These hard to find, small producer wines go beyond just bio and include all facets of the production and vinification of wine. Can't find any of these in the SAQ, at least not intentionally. By the glass or bottle treat yourself to something new.","review","243uuzEhSnmGeBYtXflv6w",0,0,0
"DJHm7bn_QBhNdPyEtiTcVw","_wU7j6oKFyNTylI1rz7LBg",5,"2014-11-24","I walked into the store and was greeted by a very pleasant young lady named Taylor. She helped select an interview suit shoes ties shirts and socks with great expertise. She is a wonderful and knowledgeable salesperson and I highly recommend her. Terrific shopping  experience all the way.","review","b0mR4YNEUKIkUjhO6uqd4Q",0,0,0
"a6ugUUiglI8hMdn6DMiNzg","YKACeVfx9QK6Dac3z7X-xQ",5,"2012-03-17","excellent hardware store....top notch plumbing section....very knowledgeable","review","jLgIlhi_A78JG-43C8e63Q",0,1,0
"IEVPCS4vkWcKD_ppf55LQg","1uqagVJrTWSdZubEcoyB1w",1,"2012-04-11","I found this business to be extremely pricey and very dishonest. They charged me $130 for a belt that cost them $29.99. My total bill was $200 when it should have only been $80 (this includes labor). After the repair was completed the manager told me that I needed to have another part replaced. When I acquired as to the cost of the procedure, he told me that it would be between $200 and $500 (including labor). After doing some checking around, I discovered that most mechanics would charge me between $80 and $100 for that same procedure. When I questioned the manager about my bill he became  irritated and defensive. He told me that he charged more for the belt, because all products and services come with a lifetime warranty. Yet, when I looked at the bottom of my billing statement it reads, ""Warranty on parts and labor is 90 DAYS unless otherwise specified. Warranty work has to be performed in our shop & cannot exceed the original cost of the repair..."" (Is it just me, or does something smell fishy here?)

How often do you purchase an item and/or service in which the cost of the warranty exceeds the price of the original item. (Let alone 3 times the  cost of the item!!!) 

Do yourself a favor and find another mechanic!","review","sfMBI-zvE6tZNDw51--wDQ",0,0,0
"TBJlT3exSgHoXbPNRgbuag","o_Kp-Yzg2736lyDoc-Eutg",5,"2013-02-21","I'm 32 years old & way too young to be all hobbley woobley and sh*t, but I went in hunched over like Quasimodo from the Hunchback of Notre Dame..... and ready to take drugs to get rid of the constant pain (considering I don't use any prescription or synthetic drugs on purpose-holistic reasons).  Apparently, my sciatic nerve was being pinched by my large fanny.   I was treated so well by ALL the staff, they were incredibly accommodating and pleasant!!!  The treatments were soothing but some hurt like a B**************TCH!!  (I actually cried it hurt so bloody bad)  BUT, there's a magical rainbow ending to this horrific ""pain in my butt"" - I feel better than I have in a while & I can stand up straight!  I will be back next week to get my ""compression"" soothing pain on again!  I definitely know I'm on the road to recovery!  AWESOMENESS!!","review","Ui46RYGiMnEB-MsuevoXcA",0,1,0
"boIkH_QRKZ-JjNojxzGjNg","5-mAlPRsOIuCLOCnPhlqeg",4,"2008-09-01","me: where do you guys wanna eat lunch?
them: you're the yelper...look up something.

dang...i hate being the only yelper in a group.  does that automatically make me a pro foodie or something?  i say not.  but after some phone yelping in our hotel room, i decided on the maple tree.  

it's on spring mountain road, so you really don't even need to get on the freeway.  and a side note: don't head north on the strip on a sunday at noon.  the traffic is awful.  go south and then west to the freeway.  if you don't get on the 15N at flamingo like i did, it should be less than a 20 min drive from the strip.  if you get on a tropicana, go north.  just trust me.  it'll make sense once you're there.    

anyhoo, once you past chinatown (okay, maybe not.....but there sure where lots of asian restaurants along the way) you'll see a strip mall on the right with the tiny little door for the maple tree.  the inside, which looks like a country grandma's kitchen/dining room, is larger than it looks from the outside, but still not huge.  we got lucky...no wait.

our resident gambler ordered the new england benny which i told him the reviews said they were known for.  it was delicious!  crab cakes on top of english muffins, topped with an egg and hollandaise sauce.  (yes, i know...three reviews in a row with hollandaise sauce.  it's just a coincidence, i swear.  this no yelping at work thing has really made me backed up on my reviews.)  

my french toast was just okay.  ever since i had the deliciousness at the gourmet pie co here at home, no other french toast has been able to compare.  with my girlfriend's chicken fried steak, the three of us ate for about $45.  

atmosphere is definitely family owned.  our gal was friendly and attentive.  i saw a couple locals come in alone with a book, greeting by name, enjoying their usual breakfast.  i hate eating on the strip.  it's crowded, more expensive and usually the food's not that good.  i found a local spot without having to call a cousin.  yay!","review","h4GmXUxM07MTOlMiGa0KuA",6,5,9
"yp90PduP1gD7kgCLWuQg4w","7Wwf0sLyiVK_4RISQhVOOg",3,"2011-02-05","This place served its purpose and got rid of my growling stomach. I was kind of disappointed actually. I keep hearing rave reviews about how great of a combination chicken and waffles are. It's not that great. The food wasn't bad, but it is not overwhelmingly good either. The waffle is a waffle. The crust on the fried chicken was really good though. I'm glad I tried the combination, but this is not a place I will go out of my way for. If I never went back I'm fine with that.","review","uEJQSIjWui-TDWXaGlcqyQ",0,2,0
"oKX-QfUJAGekWrlyxdUJJg","S9teR4SymIVWwgv02YFNZg",5,"2012-06-21","I was just leaving the bar a few doors down last Sunday watching the Dutch national team lose their third game in the EuroCup, when I noticed the European bakery was still open. Being a lover of pastries I dragged my friend over to take a look. I was joyfully surprised to find that they had a variety of delicacies that included Wedding Cookies, danishes, sausages, cheeses and some canned goods. The most tempting items I purchased was a Huge Apple Strudel (10 inches long) for a little over $6. It was amazing! Some Polish sausage with a wonder smokey flavor that makes an amazing sandwich when paired with Sweet Hot pickles and a huge jar of Polish Plum Butter which I have a hard time finding even in a small jar. My grand kids love it almost as much as my wife and I do. I'll be going back this Saturday for some more Strudel and Sausage even if it's 25 miles away! Don't miss the opportunity for a special European treat that is just as good if not better than all the bakeries I've been to in Europe.!","review","jSEcE8AY-mzGq9EOiyrtng",0,2,0
"syOXxyZLwmSGQiiiHolBZw","vZmRHGQrCBlv68Ea0ri8nw",5,"2014-10-30","Killer burger (I had the Norwegian) & stupendous service,  even though they were slammed with football game goers!  My girl had the triple grilled cheese, also fantastic!   Cool decor,  casual & fun atmosphere,  we will absolutely eat here again!","review","3WZirVpghhNWTa4N2HU-xQ",0,0,0
"O0_-M7VB3KOe89cT5MKZMA","KETaQRL85PElGBkiwaJqKA",5,"2012-05-23","Clean, well decorated, tons of entertainment, and realitively cheap.  Was here for the Viva Las Vegas rockabilly festival.  Up to six rooms of performers.  They have a 70 lane bowling alley, 18 screen movie theater, good buffet, diner and an ok Mexican restaurant.  It is a huge place, they have great entertainers at cheap prices on other trips.  They are attached to a huge arena.  Very nice rooms for the price of some pretty tacky downtown places.","review","lddbHJKgFvnVWabK-M8TPA",0,0,1
"Ek_t82OUnerdlO0D-GVcxA","dam_vnjQ6g-7RPddeI_nuA",4,"2013-03-19","Last meal in Arizona before I headed back to the OC. Boyfriend wanted to do sushi and found this place that was on the way to the airport. Didn't think they would have good sushi places around here but surprise, surprise here's one! 

Pretty good selection of sushi and omg they have really good selection of desserts too - cheesecake, tiramisu, oreo mousse cake, chocolate cake - I was wowed by the choices of desserts because usually sushi on conveyor belt usually only have the mochi bread thing that I don't like and some jello thing - but this one had those and more. The sushi wasn't of superior quality - it is a conveyor belt one - they usually aren't but it's not the say that they are not good. As a matter of fact it's pretty decent quality in taste. 

They have things that I haven't had before either - like a whole lump of crabmeat (they claim is crab meat but it was 2 dollars -- so I don't know haha) mixed with some spicy mayo on a little dish. it was pretty good too. They also have a variety of different rolls - but I got pretty full after have 2 pieces of salmon and mackeral sushi, one salmon skin handroll, the lump of crabmeat and a piece of the spicy tuna roll and a piece of the tiramisu cake. Couldn't try more even if i wanted to.

The prices aren't too bad - starts out at $1.50 and the max was like 5 bucks.

But I will keep this place noted if there was a need for a quick sushi run the next time I am in Arizona.","review","hDHYbekIzW-M5tljy1IP1Q",1,0,0
"jz5yxyXO7vt8AqFwzWBx1Q","J3lUXiWRlmSLGKiUi8iBGQ",4,"2010-06-13","I've heard lots of great things about four peaks and have been meaning to try it for awhile. I finally got the chance to try it out last week and thought it was great. 

I love the building the restaurant is in, right when you walk in you can see the huge brewing boilers, giving the place a unique atmosphere. 

I went on a wednesday during lunch at around 12 pm and was sat immediately. I ordered a pint of Hefeweizen and that was pretty good, im more of a paulaner hefeweizen guy. For an entree i ordered one of the specials of the day, the achiote pork sandwich with fries. The sandwich was alright kind of bland but the frys were amazing!. The best beer battered fries i have had. 

Overall i thought the place was good and see myself coming back here.","review","JokKtdXU7zXHcr20Lrk29A",0,1,0
"TF_ys5sDQTfBwct5IAAJcw","Jn3eiaU0HNCpxEU00zWYGA",4,"2013-05-28","Super long line. But we got lucky and got to dodge it. The secret? I'm not telling you because it's a secret ;) Anyways, we paid $78 per person including tip. We were a bit short on time bc some people in our group had to catch a flight out. But I started off with the seafood and sushi and then ended up eating dessert and that was about it. I don't think I ate my $80 worth. :( However, the food is pretty good. There are certain desserts and items that I could do without. But all in all, the crab legs were delicious. The macaroons were way too sweet for me. All in all, I'd probably be back. Hopefully it's not as expensive next time. I think it was expensive bc I came during Memorial Day weekend. Or maybe i'll come back for lunch which is about half the price.","review","sIyHTizqAiGu12XMLX3N3g",0,0,0
